artist,album,name,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Hip Hop Tamizha,Natpe Thunai (Original Background Score),For Aranganathan Ayya,4,0.307,0.553,0.535,0.00000106,0.264,-8.068,0.0528,179.953,0.42
A R Rahman,Sangamam (Original Soundtrack),Rural Folk BGM,4,0.037,0.708,0.598,0,0.17,-8.365,0.0291,112.027,0.698
Yuvan Shankar Raja,Star (Original Background Score),Miss you Gulabi,4,0.0473,0.878,0.93,0.0155,0.111,-4.705,0.0823,119.331,0.895
A R Rahman,Sangamam (Original Soundtrack),Sowkiyama Musical,4,0.0173,0.416,0.642,0.399,0.105,-12.821,0.0447,135.279,0.414
Hip Hop Tamizha,Meesaya Murukku (Original Background Score),Apram,4,0.649,0.47,0.438,0.0000039,0.584,-8.98,0.0357,76.94,0.65
A R Rahman,En Swasa Katre (Karaoke),Jumballaka,4,0.0578,0.611,0.713,0.000105,0.326,-6.577,0.24,160.12,0.383
A R Rahman,Indian (Original Soundtrack),Young Senapathy Intro,4,0.845,0.552,0.182,0.121,0.108,-18.736,0.0304,89.989,0.099
Yuvan Shankar Raja,Balloon (Original Motion Picture Soundtrack),The Balloon's Mystery (Title Track),4,0.542,0.207,0.261,0.0132,0.193,-16.205,0.0365,140.046,0.0518
Hip Hop Tamizha,Natpe Thunai (Original Background Score),Beast Mode & Its a Goal & Pondy to Karaikal,4,0.902,0.186,0.0959,0.749,0.275,-19.04,0.0504,87.491,0.0976
Hip Hop Tamizha,Naan Sirithal (Original Background Score),Inner Feelings,4,0.125,0.77,0.813,0.000197,0.889,-6.614,0.0738,118.413,0.787
Vijay Antony,Aval Peyar Tamilarasi (Original Motion Picture Soundtrack),Gujju Gujju goods vandi,4,0.4,0.618,0.553,0.973,0.307,-15.103,0.0723,84.014,0.526
Sam C.S.,Rocketry The Nambi Effect (Tamil) [Original Motion Picture Soundtrack],Reunion - Instrumental,4,0.625,0.619,0.582,0.00000384,0.265,-9.454,0.297,90.035,0.48
Hip Hop Tamizha,Naan Sirithal (Original Background Score),Nadika Arambichiten,4,0.138,0.774,0.761,0.00241,0.114,-6.879,0.045,108,0.743
Hip Hop Tamizha,Natpe Thunai (Original Background Score),Amaichar Harichandran,4,0.707,0.344,0.193,0.00899,0.134,-15.449,0.039,106.673,0.0796
Yuvan Shankar Raja,Irumbuthirai (Original Background Score),Breaking The Iron Curtain,4,0.158,0.778,0.569,0,0.246,-9.985,0.378,135.958,0.642
Yuvan Shankar Raja,Goa (Original Motion Picture Soundtrack),Kalavaka,4,0.847,0.334,0.279,0.0807,0.128,-13.31,0.0351,90.175,0.0772
Sam C.S.,Vikram Vedha (Original Background Score),Vikram's Angst,4,0.129,0.779,0.517,0.0000109,0.073,-15.419,0.0527,136.961,0.915
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Loosu Pennae (Karaoke),4,0.0108,0.783,0.824,0.000795,0.0748,-4.558,0.0598,139.998,0.413
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Pesugiraen (Karaoke),4,0.191,0.606,0.718,0,0.108,-5.842,0.0373,90.014,0.376
Yuvan Shankar Raja,Star (Original Background Score),Mother's Love,4,0.0292,0.704,0.907,0,0.195,-3.95,0.0672,141.988,0.657
Yuvan Shankar Raja,Star (Original Background Score),Whip Master,4,0.4,0.495,0.301,0.0235,0.111,-11.263,0.0278,80.27,0.363
Yuvan Shankar Raja,Star (Original Background Score),Thank You,4,0.836,0.22,0.137,0.645,0.111,-18.467,0.0357,85.276,0.0386
Hip Hop Tamizha,Natpe Thunai (Original Background Score),Old Man's Promise,4,0.299,0.51,0.588,0.0000727,0.0903,-9.896,0.0782,89.903,0.687
A R Rahman,Indian (Original Soundtrack),Murder Investigation,4,0.382,0.522,0.931,0.00518,0.387,-1.622,0.272,159.681,0.465
Hip Hop Tamizha,Mr. Local (Original Background Score),Manohar's Funny Proposal to Keerthana,4,0.649,0.609,0.688,0,0.0611,-7.557,0.0564,136.026,0.474
A R Rahman,AR Rahman Rain Melodies,Prema Ane,4,0.339,0.446,0.591,0.409,0.321,-9.446,0.065,139.984,0.154
A R Rahman,Sapnay (Original Motion Picture Soundtrack),Ek Bagiya Mein Rehti Hai Ek Maina,4,0.514,0.362,0.563,0,0.133,-9.579,0.0428,129.996,0.476
Sam C.S.,Kaithi (Original Background Score),Kaithi Main Theme,4,0.0245,0.908,0.559,0.00646,0.0578,-10.549,0.0764,130.03,0.778
Yuvan Shankar Raja,Sandakozhi (Original Soundtrack),Be Sportive,4,0.514,0.362,0.563,0,0.133,-9.579,0.0428,129.996,0.476
Vijay Antony,Lets Play Vijay Antony Hits,"Kannadi (From ""Thimiru Pudichavan"")",4,0.0152,0.424,0.828,0,0.389,-4.991,0.335,167.469,0.3
Sam C.S.,Puriyaatha Puthir (Original Motion Picture Soundtrack),For Love's Sake - Instrumental,4,0.0014,0.677,0.947,0.0688,0.0712,-3.814,0.0538,142.008,0.798
Yuvan Shankar Raja,Garudan (Original Score),3 Friends Intro,4,0.452,0.237,0.189,0.0711,0.288,-15.302,0.0289,95.831,0.14
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Manmathanae Nee (Karaoke),4,0.473,0.174,0.31,0.935,0.105,-14.573,0.0341,105.311,0.0368
Yuvan Shankar Raja,Garudan (Original Score),Chokkan Love Theme 1,4,0.0109,0.67,0.812,0,0.503,-6.608,0.0815,134.057,0.0871
Yuvan Shankar Raja,Star (Original Background Score),Adios Appatha,4,0.396,0.652,0.789,0.00128,0.162,-8.042,0.0515,131.947,0.524
Yuvan Shankar Raja,Star (Original Background Score),The Long Drive,4,0.924,0.477,0.835,0.000508,0.129,-5.942,0.438,97.317,0.52
Yuvan Shankar Raja,Laththi (Original Background Score),"Oonjal Manam - From ""Laththi""",4,0.00898,0.656,0.925,0.0101,0.108,-8.13,0.093,100.032,0.0793
Sam C.S.,Puriyaatha Puthir (Original Motion Picture Soundtrack),Theera Vali,3,0.985,0.572,0.14,0.956,0.107,-26.584,0.0412,120.042,0.0264
Hip Hop Tamizha,Naan Sirithal (Original Background Score),Gangster Dilli,3,0.938,0.185,0.0588,0.92,0.0846,-20.574,0.0455,140.914,0.0323
Sam C.S.,Puriyaatha Puthir (Original Motion Picture Soundtrack),Parakiren Naan,3,0.155,0.765,0.509,0.114,0.314,-12.193,0.0606,119.988,0.244
Yuvan Shankar Raja,Garudan (Original Score),Climax Fight,3,0.0195,0.687,0.69,0.00000259,0.0515,-9.127,0.154,86.979,0.73
Yuvan Shankar Raja,Garudan (Original Score),Chokkan Murder's Theatre kaaran,3,0.594,0.683,0.466,0,0.14,-12.338,0.0311,100.025,0.758
Hip Hop Tamizha,Mr. Local (Original Background Score),Keerthana's Surprise Visit,3,0.0331,0.726,0.876,0.00569,0.0658,-4.204,0.16,75.026,0.569
A R Rahman,AR Rahman Rain Melodies,Roja Roja - Unnikrishnan,3,0.00198,0.677,0.881,0.0192,0.109,-5.878,0.0489,123.93,0.683
Yuvan Shankar Raja,Sulthan (Original Background Score),One On One,3,0.406,0.0737,0.0863,0.705,0.0982,-22.762,0.0431,78.262,0.0359
Hip Hop Tamizha,Meesaya Murukku (Original Background Score),Kaapatha Vendiyadhu Thambi Ah Illa da!!!,3,0.181,0.868,0.684,0.00156,0.0607,-10.5,0.0626,107.952,0.714
A R Rahman,Sangamam (Karaoke),Mazhai Thulli (Karaoke),3,0.0367,0.867,0.716,0.0335,0.0953,-6.422,0.0707,131.96,0.45
Sam C.S.,Suzhal - The Vortex (Original Series Soundtrack),Yennai Sidhaithaaye,3,0.24,0.702,0.351,0,0.43,-15.93,0.942,110.276,0.679
Sam C.S.,Saani Kaayidham (Original Background Score),We Will Fight Back,3,0.00689,0.583,0.748,0.0242,0.22,-4.798,0.0291,142.012,0.255
Sam C.S.,Rocketry The Nambi Effect (Hindi) [Original Motion Picture Soundtrack],Aasmaan,3,0.767,0.684,0.654,0,0.41,-13.52,0.928,101.806,0.519
Sam C.S.,Suzhal - The Vortex (Original Series Soundtrack),The Goddess Descends Theme,3,0.841,0.365,0.372,0.507,0.183,-15.985,0.0325,98.546,0.0468
A R Rahman,En Swasa Katre (Karaoke),Thathi Aaduthe,3,0.0496,0.659,0.417,0.824,0.248,-10.608,0.0384,109.939,0.185
A R Rahman,AR Rahman Rain Melodies,Kailove Chedugudu,3,0.0476,0.107,0.308,0.903,0.115,-14.288,0.0392,176.41,0.212
A R Rahman,Indian (Original Soundtrack),Indian's Phone Call,3,0.873,0.336,0.0701,0.0000519,0.103,-14.973,0.0458,84.244,0.151
A R Rahman,En Swasa Katre (Karaoke),En Swasa Katre,3,0.598,0.527,0.34,0.016,0.311,-14.819,0.035,150.978,0.344
A R Rahman,Indian (Original Soundtrack),Suicide Mission,3,0.218,0.889,0.914,0.00595,0.347,-4.308,0.0637,109.464,0.972
A R Rahman,Indian (Original Soundtrack),Indian Thatha Zindabad Rap,3,0.598,0.783,0.471,0.00317,0.12,-9.88,0.0325,129.974,0.706
Hip Hop Tamizha,Naan Sirithal (Original Background Score),Naan Sirithal,3,0.219,0.63,0.638,0.00000875,0.18,-7.462,0.0398,79.907,0.333
Hip Hop Tamizha,Naan Sirithal (Original Background Score),Gandhi Entry,3,0.183,0.484,0.683,0.533,0.112,-11.26,0.0599,105.008,0.299
Vijay Antony,Aval Peyar Tamilarasi (Original Motion Picture Soundtrack),Vadakka Thekka,3,0.0103,0.538,0.698,0.00000345,0.134,-4.282,0.305,118.752,0.424
A R Rahman,Indian (Original Soundtrack),2nd Murder,3,0.208,0.663,0.819,0,0.215,-6.908,0.046,89.981,0.665
A R Rahman,Indian (Original Soundtrack),Sapana Dance Reharsal,3,0.132,0.485,0.182,0.239,0.11,-16.091,0.0365,179.944,0.0362
Hip Hop Tamizha,Mr. Local (Original Background Score),Return of the Local,3,0.575,0.493,0.286,0,0.0888,-14.17,0.027,97.956,0.213
Hip Hop Tamizha,Mr. Local (Original Background Score),Manohar Confesses His Love for Keerthana,3,0.00696,0.5,0.956,0.00138,0.533,-1.363,0.0468,141.975,0.123
Hip Hop Tamizha,Mr. Local (Original Background Score),Keerthana's Kalaai to Manohar,3,0.384,0.522,0.639,0,0.123,-9.58,0.137,79.89,0.877
A R Rahman,Indian (Original Soundtrack),Rise Of Indian,3,0.192,0.705,0.853,0,0.353,-5.805,0.244,92.839,0.862
Hip Hop Tamizha,Comali (Original Background Score),Ravi's Lost Treasure - Background Score,3,0.282,0.727,0.611,0,0.264,-7.507,0.113,159.228,0.555
Hip Hop Tamizha,Meesaya Murukku (Original Background Score),Nila Missed Call Kudutha da..,3,0.166,0.798,0.786,0.00186,0.293,-8.551,0.0605,109.981,0.891
A R Rahman,Indian (Original Soundtrack),Freedom Struggle,3,0.679,0.618,0.464,0.00114,0.315,-9.908,0.0302,160.003,0.42
Hip Hop Tamizha,Meesaya Murukku (Original Background Score),Engineering College Intro,3,0.399,0.687,0.908,0,0.336,-5.157,0.084,79.986,0.785
Hip Hop Tamizha,Naan Sirithal (Original Background Score),Area Boys,3,0.978,0.193,0.246,0.00156,0.107,-15.36,0.039,67.561,0.112
Hip Hop Tamizha,Meesaya Murukku (Original Background Score),Sudhakar Anna,3,0.226,0.42,0.482,0.796,0.118,-14.165,0.0614,119.73,0.072
Yuvan Shankar Raja,Sulthan (Original Background Score),Glance of Rukmani,3,0.139,0.778,0.764,0.0274,0.123,-7.175,0.127,125.062,0.642
A R Rahman,Indian (Original Soundtrack),Indian Kills Chandru,3,0.0314,0.798,0.824,0.0933,0.0665,-0.933,0.144,94.017,0.851
A R Rahman,Indian (Original Soundtrack),Varma School,3,0.399,0.676,0.551,0.0798,0.0919,-11.423,0.0563,104.045,0.191
A R Rahman,Indian (Original Soundtrack),Intermission,3,0.126,0.734,0.565,0.908,0.121,-8.201,0.0305,120.037,0.5
Yuvan Shankar Raja,Garudan (Original Score),Pattayam Deal With Minister,3,0.000777,0.789,0.748,0.479,0.304,-4.998,0.0521,98.9,0.235
A R Rahman,Indian (Original Soundtrack),Indian Escapes,3,0.886,0.182,0.186,0.896,0.114,-13.343,0.0373,64.526,0.038
A R Rahman,Indian (Original Soundtrack),Senapathy's Daughter,3,0.205,0.545,0.898,0.0000454,0.049,-6.406,0.141,101.218,0.608
A R Rahman,AR Rahman Rain Melodies,Pachchadanamey,3,0.182,0.586,0.616,0,0.0927,-7.964,0.0324,148.088,0.719
A R Rahman,AR Rahman Rain Melodies,Palike Gorinka,3,0.102,0.395,0.38,0.892,0.109,-10.973,0.0557,120.175,0.109
A R Rahman,AR Rahman Rain Melodies,Yede Yedeydey,3,0.0418,0.672,0.837,0.0784,0.362,-3.96,0.056,101.049,0.411
Sam C.S.,Lakshmi,Dreamy Chinnari,3,0.763,0.263,0.339,0.0051,0.233,-14.487,0.0441,94.755,0.821
A R Rahman,Nayakudu (Original Motion Picture Soundtrack),Kanna Kanna,3,0.327,0.69,0.65,0.000492,0.178,-6.767,0.0448,94.899,0.635
A R Rahman,Nayakudu (Original Motion Picture Soundtrack),Raja Maharaja,3,0.788,0.61,0.357,0.651,0.114,-14.5,0.0555,97.004,0.327
A R Rahman,Sangamam (Karaoke),Varaha Nadhikarai (Karaoke),3,0.121,0.698,0.443,0.448,0.29,-22.092,0.0824,104.154,0.83
A R Rahman,Nayakudu (Original Motion Picture Soundtrack),Thoda Chariche Samayam,3,0.0231,0.596,0.655,0,0.187,-6.185,0.0274,125.753,0.492
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Azhagu Kutti (Karaoke),3,0.186,0.708,0.56,0.784,0.177,-11.673,0.0766,110.001,0.0731
Yuvan Shankar Raja,Laththi (Original Background Score),Rise of Laththi,3,0.136,0.423,0.751,0,0.243,-5.632,0.272,148.773,0.522
Sam C.S.,Vikram Vedha (Original Background Score),The Divide,3,0.265,0.476,0.58,0,0.0842,-4.598,0.0304,144.953,0.455
Sam C.S.,Vikram Vedha (Original Background Score),Vedha's Angst,3,0.124,0.491,0.648,0.839,0.0884,-9.276,0.0818,79.201,0.189
Sam C.S.,Vikram Vedha (Original Background Score),Bygones,3,0.547,0.676,0.694,0.502,0.0923,-12.956,0.243,125.316,0.202
Yuvan Shankar Raja,Sandakozhi (Original Soundtrack),Predator of Evil,3,0.687,0.21,0.204,0.894,0.176,-18.106,0.0445,64.945,0.0735
Sam C.S.,Puriyaatha Puthir (Original Motion Picture Soundtrack),The Final Symphony - Instrumental,3,0.49,0.689,0.531,0.00000198,0.0932,-9.261,0.0345,94.967,0.124
Sam C.S.,Puriyaatha Puthir (Original Motion Picture Soundtrack),Love Unplugged - Instrumental,3,0.539,0.673,0.659,0,0.129,-4.493,0.0439,88.011,0.628
Yuvan Shankar Raja,Goa (Original Motion Picture Soundtrack),Aate,3,0.873,0.21,0.518,0.968,0.0982,-9.42,0.0353,92.7,0.0953
Vijay Antony,Aval Peyar Tamilarasi (Original Motion Picture Soundtrack),Kelthana Rangubhai,3,0.0466,0.528,0.415,0.625,0.108,-9.187,0.0415,109.854,0.242
Hip Hop Tamizha,Mr. Local (Original Background Score),Manohar Plays Football with Rowdies,3,0.748,0.592,0.284,0.729,0.0911,-17.489,0.0735,109.392,0.599
Hip Hop Tamizha,Mr. Local (Original Background Score),Manohar Explains Aayudha Pooja,3,0.0839,0.857,0.711,0,0.0523,-5.73,0.11,147.967,0.607
Vijay Antony,Nambiyaar,Kaima Kaisa,3,0.307,0.429,0.444,0.00000532,0.347,-15.436,0.0446,99.885,0.456
Sam C.S.,Rocketry The Nambi Effect (Tamil) [Original Motion Picture Soundtrack],Celestial Dance - Instrumental,3,0.188,0.702,0.758,0.894,0.103,-8.428,0.0981,95.041,0.502
Sam C.S.,Puriyaatha Puthir (Original Motion Picture Soundtrack),Lost and Gone - Instrumental,2,0.118,0.342,0.817,0.839,0.18,-10.448,0.0746,70.076,0.0616
Sam C.S.,Puriyaatha Puthir (Original Motion Picture Soundtrack),Happy Birthday Meera,2,0.018,0.701,0.928,0.00293,0.074,-3.029,0.286,150.889,0.451
Sam C.S.,Puriyaatha Puthir (Original Motion Picture Soundtrack),Red Rain - Instrumental,2,0.11,0.542,0.34,0.0787,0.248,-14.703,0.0371,82.593,0.445
Yuvan Shankar Raja,Garudan (Original Score),Aadhi Murder Scene,2,0.926,0.307,0.315,0.886,0.127,-15.367,0.0413,71.63,0.0454
Yuvan Shankar Raja,Laththi (Original Background Score),"Thotta Load Aage Waiting - From ""Laththi""",2,0.565,0.643,0.523,0.848,0.356,-10.599,0.0331,139.468,0.3
Yuvan Shankar Raja,Garudan (Original Score),Chokkan Love Theme 2,2,0.00292,0.58,0.895,0.731,0.079,-3.702,0.0367,140.023,0.97
Vijay Antony,Dear (Original Motion Picture Soundtrack),Chalinanadili,2,0.0396,0.615,0.95,0.957,0.0776,-2.006,0.3,74.215,0.935
Vijay Antony,Dear (Original Motion Picture Soundtrack),24 Ghantalu,2,0.765,0.381,0.394,0,0.21,-13.734,0.0606,81.072,0.516
Sam C.S.,Vikram Vedha (Original Background Score),Yethu Nyayam,2,0.0112,0.748,0.764,0.688,0.0717,-9.026,0.125,78.001,0.55
Sam C.S.,RDX - OST,Robert Enters,2,0.156,0.409,0.529,0.758,0.081,-11.173,0.0593,180.013,0.146
Sam C.S.,RDX - OST,Paulson's Time,2,0.875,0.597,0.594,0.00415,0.491,-10.695,0.0849,90.121,0.711
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Vaa Vaa (Karaoke),2,0.81,0.464,0.132,0.0000116,0.0994,-12.935,0.0283,68.152,0.303
Sam C.S.,Vikram Vedha (Original Background Score),The Pursuit,2,0.648,0.55,0.517,0,0.111,-7.763,0.0491,164.872,0.216
Sam C.S.,Rocketry The Nambi Effect (Telugu) [Original Motion Picture Soundtrack],Alajadi,2,0.629,0.689,0.657,0.83,0.364,-9.549,0.0339,98.012,0.925
Yuvan Shankar Raja,Garudan (Original Score),Aadhi Forest Entry,2,0.0629,0.809,0.892,0.344,0.0334,-11.443,0.0437,124.435,0.89
Yuvan Shankar Raja,Garudan (Original Score),Aadhi Handing Over Pattayam,2,0.936,0.657,0.656,0.231,0.141,-3.46,0.0295,135.962,0.6
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Emmadi Aathadi (Karaoke),2,0.025,0.611,0.835,0.0476,0.155,-4.503,0.03,104.266,0.223
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Kadhal Valarthaen (Karaoke),2,0.0698,0.868,0.943,0.00000934,0.401,-3.85,0.249,103.962,0.52
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Poi Solla (Karaoke),2,0.378,0.525,0.591,0,0.174,-4.651,0.0441,155.001,0.367
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Thee Pidikka (Karaoke),2,0.00785,0.613,0.881,0.00000291,0.155,-5.974,0.249,149.978,0.235
A R Rahman,Indian (Original Soundtrack),Senapathy's Struggle,2,0.00267,0.581,0.818,0.854,0.121,-7.822,0.134,172.581,0.074
A R Rahman,AR Rahman Rain Melodies,Oh Mariyaa,2,0.0328,0.543,0.13,0.658,0.289,-17.637,0.0549,120.102,0.0513
A R Rahman,AR Rahman Rain Melodies,Alaipongeraa,2,0.0145,0.853,0.871,0.0000684,0.198,-3.715,0.0851,124.021,0.863
A R Rahman,AR Rahman Rain Melodies,Chuttu Chutti,2,0.665,0.168,0.209,0.927,0.111,-16.196,0.0337,112.383,0.0632
A R Rahman,Sapnay (Original Motion Picture Soundtrack),Door Na Jaa Mujhse,2,0.262,0.799,0.907,0.0000163,0.0436,-6.196,0.147,80.523,0.925
A R Rahman,Sapnay (Original Motion Picture Soundtrack),Roshan Hui Raat,2,0.0102,0.36,0.514,0.917,0.129,-18.644,0.0614,120.138,0.106
A R Rahman,En Swasa Katre (Karaoke),Thirakatha,2,0.284,0.666,0.668,0,0.126,-7.437,0.256,74.95,0.691
A R Rahman,AR Rahman Rain Melodies,Kikku Yekkele,2,0.0715,0.608,0.515,0.634,0.181,-10.529,0.0331,130.957,0.557
A R Rahman,Sapnay (Original Motion Picture Soundtrack),Strawberry Aankhein,2,0.892,0.0713,0.0882,0.933,0.0908,-20.621,0.0371,75.277,0.0379
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Samikitta (Karaoke),2,0.0956,0.882,0.557,0,0.199,-11.666,0.17,119.89,0.456
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Manase Manase (Karaoke),2,0.174,0.518,0.901,0.0314,0.0712,-3.749,0.093,115.026,0.873
Yuvan Shankar Raja,Yuvan Potta Mettu - Athanaiyum Hit,Sakkapodu (Karaoke),2,0.638,0.279,0.476,0.00000144,0.124,-8.652,0.0317,150.32,0.473
A R Rahman,Indian (Original Soundtrack),Indian Under Krishnaswamy Custody,2,0.62,0.372,0.108,0.574,0.271,-14.811,0.0369,81.326,0.118
A R Rahman,AR Rahman Rain Melodies,Dhandiya,2,0.716,0.743,0.712,0.00000138,0.13,-6.882,0.0939,94.956,0.591
A R Rahman,AR Rahman Rain Melodies,Snehithudaa,2,0.48,0.665,0.963,0.587,0.113,-3.3,0.143,167.967,0.809
A R Rahman,AR Rahman Rain Melodies,Septembar Maasam,2,0.486,0.504,0.508,0.0102,0.124,-11.094,0.518,82.069,0.317
Hip Hop Tamizha,Mr. Local (Original Background Score),Veezhvadhu Vetkam Alla.. Veezhndhey Kidappadhu Dhaan Vetkam,2,0.268,0.612,0.577,0.863,0.0511,-12.36,0.0439,120.062,0.0773
Vijay Antony,Aval Peyar Tamilarasi (Original Motion Picture Soundtrack),Yethanayo Kadha Undu,2,0.368,0.683,0.672,0.0000124,0.151,-7.426,0.168,74.88,0.586
Hip Hop Tamizha,Naan Sirithal (Original Background Score),Appa Advice,2,0.165,0.36,0.3,0.696,0.0917,-17.125,0.0335,149.924,0.0369
Hip Hop Tamizha,Naan Sirithal (Original Background Score),Ajukku Gumukku,2,0.0478,0.635,0.58,0.00754,0.131,-12.945,0.0537,97.931,0.0727
Anirudh Ravichander,Rajini The Jailer (Original Motion Picture Soundtrack),Vennilavin,2,0.0191,0.74,0.921,0.000563,0.0712,-3.223,0.251,150.968,0.522
Vijay Antony,Nambiyaar,"Aara Amara,Pt. 1",2,0.477,0.557,0.43,0.274,0.0808,-10.412,0.0293,125.049,0.402
Hip Hop Tamizha,Mr. Local (Original Background Score),Keerthana Vasudevan's Attitude,2,0.48,0.536,0.615,0.00001,0.0877,-10.134,0.036,168.608,0.822
Hip Hop Tamizha,Mr. Local (Original Background Score),Keerthana's Masterplan,2,0.836,0.805,0.321,0.113,0.0977,-15.113,0.0433,130.037,0.58
Sam C.S.,Rocketry The Nambi Effect (Tamil) [Original Motion Picture Soundtrack],Monarchs - Instrumental,2,0.832,0.414,0.657,0.00000322,0.102,-6.77,0.0942,74.039,0.241
Hip Hop Tamizha,Comali (Original Background Score),Ravi in Search of New Love - Background Score,2,0.0181,0.675,0.759,0.414,0.104,-6.19,0.0369,139.914,0.347
Sam C.S.,Rocketry The Nambi Effect (Tamil) [Original Motion Picture Soundtrack],Raging Rivers - Instrumental,2,0.0263,0.828,0.603,0.000984,0.087,-14.013,0.188,99.965,0.552
Sam C.S.,Rocketry The Nambi Effect (Tamil) [Original Motion Picture Soundtrack],Cosmic Medley - Instrumental,2,0.0134,0.635,0.841,0,0.0622,-5.379,0.0422,109.021,0.424
Yuvan Shankar Raja,Sulthan (Original Background Score),The End,2,0.413,0.292,0.3,0.935,0.12,-15.992,0.0379,150.03,0.165
Sam C.S.,Suzhal - The Vortex (Original Series Soundtrack),Naan Unnodu Dhaan,2,0.762,0.594,0.458,0.00000869,0.1,-8.924,0.0303,110.927,0.216
A R Rahman,Indian (Original Soundtrack),Indian In Tv Station,2,0.0494,0.507,0.509,0.892,0.18,-13.174,0.0415,76.019,0.136
A R Rahman,Indian (Original Soundtrack),Kidnapping Doctor,2,0.316,0.959,0.524,0,0.274,-8.145,0.274,119.933,0.84
A R Rahman,Indian (Original Soundtrack),Indian Arrested,2,0.43,0.109,0.307,0.245,0.21,-17.246,0.0441,167.116,0.156
A R Rahman,Indian (Original Soundtrack),Bus Accident,2,0.568,0.289,0.386,0,0.133,-10.439,0.0351,88.811,0.388
Hip Hop Tamizha,Naan Sirithal (Original Background Score),Life Turns Upside Down - Title Track,2,0.025,0.943,0.708,0.0000234,0.0846,-4.686,0.116,112.958,0.581
Hip Hop Tamizha,Comali (Original Background Score),The Villain's Superstitions - Background Score,2,0.321,0.795,0.876,0.425,0.231,-7.798,0.0895,137.035,0.81
Yuvan Shankar Raja,Sulthan (Original Background Score),Arrival of Demon,2,0.859,0.182,0.299,0.769,0.0906,-16.985,0.0384,79.986,0.0829
Hip Hop Tamizha,Naan Sirithal (Original Background Score),Smiling in Pain,2,0.342,0.158,0.156,0.819,0.0801,-18.8,0.0349,76.567,0.036
Sam C.S.,Suzhal - The Vortex (Original Series Soundtrack),Maaya Maaya,2,0.636,0.578,0.257,0,0.186,-9.154,0.0427,144.282,0.451
Sam C.S.,Saani Kaayidham (Original Background Score),Dhana Is All I Have,2,0.204,0.825,0.857,0.00000856,0.343,-4.852,0.185,99.943,0.879
A R Rahman,En Swasa Katre (Karaoke),Chinna China,2,0.0326,0.425,0.56,0,0.185,-6.915,0.0318,126.008,0.469
A R Rahman,Sangamam (Karaoke),Sowkiyama Kannae (Karaoke),2,0.152,0.752,0.396,0.0000141,0.0329,-16.38,0.171,171.94,0.886
A R Rahman,Sangamam (Karaoke),Margazhi Thingal Allava (Karaoke),2,0.0483,0.68,0.383,0.0542,0.0695,-8.826,0.0638,92.517,0.2
Sam C.S.,Suzhal - The Vortex (Original Series Soundtrack),Suzhal - Whisper of the Vortex,1,0.291,0.194,0.259,0.000504,0.166,-18.07,0.0431,150.013,0.289
Sam C.S.,Suzhal - The Vortex (Original Series Soundtrack),The Suzhal Roar,1,,,,,,,,,
Sam C.S.,Rocketry The Nambi Effect (Telugu) [Original Motion Picture Soundtrack],Naa Janmaki,1,0.00391,0.685,0.514,0.825,0.142,-13.739,0.0848,87.026,0.461
A R Rahman,Sangamam (Karaoke),Mudhal Murai (Karaoke),1,0.219,0.511,0.793,0,0.0576,-6.22,0.0906,116.757,0.784
Yuvan Shankar Raja,Garudan (Original Score),Aadhi Murder Setup,1,0.0623,0.451,0.831,0,0.185,-8.641,0.308,176.173,0.41
Yuvan Shankar Raja,Garudan (Original Score),Appatha's Confusion,1,0.353,0.434,0.578,0.148,0.112,-13.65,0.065,105.974,0.606
Yuvan Shankar Raja,Garudan (Original Score),Chokkan About His Love,1,0.586,0.414,0.455,0.17,0.0926,-13.509,0.0403,79.964,0.128
Yuvan Shankar Raja,Garudan (Original Score),Chokkan At Hospital,1,0.00269,0.836,0.622,0.000566,0.335,-11.003,0.0946,102.015,0.892
Hip Hop Tamizha,Comali (Original Background Score),Hero Ravi Enters - Background Score,1,0.0678,0.794,0.889,0.151,0.0686,-3.696,0.0569,112.279,0.951
Hip Hop Tamizha,Comali (Original Background Score),Pre- Accident Fight - Background Score,1,0.889,0.55,0.245,0.0000177,0.225,-17.512,0.122,94.183,0.362
Hip Hop Tamizha,Comali (Original Background Score),From Madras to Chennai - Background Score,1,0.0558,0.749,0.732,0.000729,0.0543,-5.402,0.0933,130.035,0.19
Hip Hop Tamizha,Comali (Original Background Score),Mother's Explanation - Background Score,1,0.27,0.704,0.647,0,0.109,-7.664,0.325,80.998,0.585
Yuvan Shankar Raja,Laththi (Original Background Score),The Climax,1,0.358,0.155,0.0239,0.957,0.11,-33.014,0.0384,141.83,0.285
